Product,Region,Month,Units,AvgPrice_USD,Revenue_USD
Advisory & Consulting,KSA,2023-04,124.9,4917.8,614088.42
Advisory & Consulting,KSA,2023-05,126.8,4922.38,624233.61
Advisory & Consulting,KSA,2023-06,133.7,4947.38,661482.32
Advisory & Consulting,KSA,2023-07,138.6,4959.64,687466.32
Advisory & Consulting,KSA,2023-08,137.0,4955.02,678726.52
Advisory & Consulting,KSA,2023-09,137.5,4962.4,682234.46
Advisory & Consulting,KSA,2023-10,140.9,4976.99,701401.87
Advisory & Consulting,KSA,2023-11,144.8,4986.01,721964.42
Advisory & Consulting,KSA,2023-12,151.8,4988.55,757379.14
Advisory & Consulting,KSA,2024-01,153.7,4994.64,767626.11
Advisory & Consulting,KSA,2024-02,159.6,4984.14,795360.09
Advisory & Consulting,KSA,2024-03,160.6,4978.99,799553.65
Advisory & Consulting,KSA,2024-04,160.2,4994.19,800010.35
Advisory & Consulting,KSA,2024-05,157.3,4979.41,783359.98
Advisory & Consulting,KSA,2024-06,157.0,5002.43,785618.06
Advisory & Consulting,KSA,2024-07,160.9,5031.33,809615.41
Advisory & Consulting,KSA,2024-08,161.5,5052.84,816136.96
Advisory & Consulting,KSA,2024-09,168.0,5077.46,853192.26
Advisory & Consulting,KSA,2024-10,171.6,5097.3,874568.36
Advisory & Consulting,KSA,2024-11,176.8,5110.4,903436.47
Advisory & Consulting,KSA,2024-12,187.5,5114.64,958940.96
Advisory & Consulting,KSA,2025-01,182.6,5127.72,936437.36
Advisory & Consulting,KSA,2025-02,181.2,5126.51,928682.8
Advisory & Consulting,KSA,2025-03,183.9,5153.46,947887.58
Advisory & Consulting,KSA,2025-04,179.2,5160.54,924727.11
Advisory & Consulting,KSA,2025-05,188.1,5182.09,974780.17
Advisory & Consulting,KSA,2025-06,184.5,5170.67,953771.44
Advisory & Consulting,KSA,2025-07,184.3,5173.28,953489.41
Advisory & Consulting,KSA,2025-08,190.4,5175.44,985509.6
Advisory & Consulting,KSA,2025-09,199.8,5173.22,1033479.46
Advisory & Consulting,KSA,2025-10,196.2,5158.79,1012180.78
Advisory & Consulting,KSA,2025-11,204.9,5182.99,1061933.49
Advisory & Consulting,KSA,2025-12,205.7,5181.13,1065955.7
Advisory & Consulting,KSA,2026-01,209.5,5211.41,1091931.92
Advisory & Consulting,KSA,2026-02,215.4,5206.76,1121478.64
Advisory & Consulting,KSA,2026-03,217.5,5202.4,1131324.89
Advisory & Consulting,India,2023-04,69.5,3027.93,210410.44
Advisory & Consulting,India,2023-05,73.3,3027.86,221852.19
Advisory & Consulting,India,2023-06,76.4,3038.48,232269.65
Advisory & Consulting,India,2023-07,76.9,3048.01,234505.68
Advisory & Consulting,India,2023-08,77.1,3060.1,235786.95
Advisory & Consulting,India,2023-09,77.8,3057.07,237963.33
Advisory & Consulting,India,2023-10,81.6,3054.83,249219.68
Advisory & Consulting,India,2023-11,85.0,3067.63,260860.98
Advisory & Consulting,India,2023-12,85.1,3083.84,262394.72
Advisory & Consulting,India,2024-01,83.6,3076.7,257237.55
Advisory & Consulting,India,2024-02,82.3,3076.64,253131.21
Advisory & Consulting,India,2024-03,85.8,3082.66,264489.31
Advisory & Consulting,India,2024-04,85.4,3086.12,263447.73
Advisory & Consulting,India,2024-05,87.3,3094.64,270087.87
Advisory & Consulting,India,2024-06,85.2,3099.05,263993.88
Advisory & Consulting,India,2024-07,85.0,3094.5,263091.44
Advisory & Consulting,India,2024-08,83.6,3098.59,258935.01
Advisory & Consulting,India,2024-09,86.6,3114.61,269855.18
Advisory & Consulting,India,2024-10,88.8,3121.04,277166.1
Advisory & Consulting,India,2024-11,92.1,3139.54,289307.87
Advisory & Consulting,India,2024-12,92.0,3134.7,288380.87
Advisory & Consulting,India,2025-01,95.7,3136.51,300087.17
Advisory & Consulting,India,2025-02,94.9,3151.75,299045.78
Advisory & Consulting,India,2025-03,100.1,3158.29,316104.18
Advisory & Consulting,India,2025-04,97.4,3150.53,306927.32
Advisory & Consulting,India,2025-05,96.3,3155.73,304028.1
Advisory & Consulting,India,2025-06,95.7,3158.7,302188.74
Advisory & Consulting,India,2025-07,93.2,3156.68,294118.3
Advisory & Consulting,India,2025-08,91.0,3163.41,287882.78
Advisory & Consulting,India,2025-09,88.8,3157.59,280465.9
Advisory & Consulting,India,2025-10,87.2,3164.15,275878.39
Advisory & Consulting,India,2025-11,87.0,3179.97,276597.77
Advisory & Consulting,India,2025-12,86.0,3190.32,274354.67
Advisory & Consulting,India,2026-01,86.0,3201.05,275142.98
Advisory & Consulting,India,2026-02,84.8,3218.57,273022.17
Advisory & Consulting,India,2026-03,88.9,3219.78,286136.48
Advisory & Consulting,UK,2023-04,49.3,2503.94,123383.54
Advisory & Consulting,UK,2023-05,49.7,2500.2,124246.44
Advisory & Consulting,UK,2023-06,49.4,2504.2,123656.98
Advisory & Consulting,UK,2023-07,48.5,2505.66,121479.53
Advisory & Consulting,UK,2023-08,48.1,2504.08,120357.85
Advisory & Consulting,UK,2023-09,48.4,2498.12,120799.83
Advisory & Consulting,UK,2023-10,49.5,2502.45,123844.84
Advisory & Consulting,UK,2023-11,48.8,2498.18,121926.62
Advisory & Consulting,UK,2023-12,48.1,2499.28,120193.17
Advisory & Consulting,UK,2024-01,48.1,2505.35,120578.0
Advisory & Consulting,UK,2024-02,50.3,2512.7,126309.49
Advisory & Consulting,UK,2024-03,51.9,2506.09,129990.89
Advisory & Consulting,UK,2024-04,50.7,2520.1,127886.07
Advisory & Consulting,UK,2024-05,49.5,2514.47,124413.76
Advisory & Consulting,UK,2024-06,51.9,2515.63,130616.59
Advisory & Consulting,UK,2024-07,55.0,2512.66,138184.73
Advisory & Consulting,UK,2024-08,57.4,2523.29,144914.21
Advisory & Consulting,UK,2024-09,56.9,2527.18,143694.64
Advisory & Consulting,UK,2024-10,57.0,2526.0,144056.21
Advisory & Consulting,UK,2024-11,58.0,2525.27,146478.32
Advisory & Consulting,UK,2024-12,58.4,2535.97,148152.24
Advisory & Consulting,UK,2025-01,58.9,2543.54,149796.44
Advisory & Consulting,UK,2025-02,60.7,2550.35,154783.64
Advisory & Consulting,UK,2025-03,63.9,2544.7,162538.92
Advisory & Consulting,UK,2025-04,64.6,2549.73,164789.79
Advisory & Consulting,UK,2025-05,62.9,2545.72,160157.28
Advisory & Consulting,UK,2025-06,66.2,2538.8,167959.02
Advisory & Consulting,UK,2025-07,65.6,2540.68,166547.88
Advisory & Consulting,UK,2025-08,67.8,2549.59,172963.08
Advisory & Consulting,UK,2025-09,68.3,2563.5,175049.83
Advisory & Consulting,UK,2025-10,71.0,2566.31,182282.53
Advisory & Consulting,UK,2025-11,74.3,2566.51,190783.92
Advisory & Consulting,UK,2025-12,78.5,2567.53,201493.56
Advisory & Consulting,UK,2026-01,78.6,2566.73,201728.05
Advisory & Consulting,UK,2026-02,80.6,2560.38,206285.68
Advisory & Consulting,UK,2026-03,79.9,2574.88,205745.78
Advisory & Consulting,USA,2023-04,36.7,3256.35,119594.13
Advisory & Consulting,USA,2023-05,38.3,3249.84,124520.6
Advisory & Consulting,USA,2023-06,40.5,3244.18,131533.03
Advisory & Consulting,USA,2023-07,41.9,3251.21,136138.93
Advisory & Consulting,USA,2023-08,42.3,3248.33,137331.74
Advisory & Consulting,USA,2023-09,41.4,3256.66,134956.14
Advisory & Consulting,USA,2023-10,43.3,3252.52,140766.5
Advisory & Consulting,USA,2023-11,43.2,3261.88,140959.18
Advisory & Consulting,USA,2023-12,45.6,3258.13,148690.29
Advisory & Consulting,USA,2024-01,47.4,3277.19,155207.46
Advisory & Consulting,USA,2024-02,47.6,3286.67,156303.16
Advisory & Consulting,USA,2024-03,47.8,3298.9,157587.69
Advisory & Consulting,USA,2024-04,46.7,3289.68,153734.6
Advisory & Consulting,USA,2024-05,47.2,3280.33,154848.33
Advisory & Consulting,USA,2024-06,46.7,3293.98,153682.1
Advisory & Consulting,USA,2024-07,45.6,3297.14,150287.97
Advisory & Consulting,USA,2024-08,47.5,3296.74,156474.12
Advisory & Consulting,USA,2024-09,50.6,3308.99,167588.28
Advisory & Consulting,USA,2024-10,50.8,3323.34,168792.65
Advisory & Consulting,USA,2024-11,51.8,3318.07,171786.88
Advisory & Consulting,USA,2024-12,54.9,3335.12,183198.77
Advisory & Consulting,USA,2025-01,55.7,3333.69,185702.23
Advisory & Consulting,USA,2025-02,59.4,3345.74,198615.97
Advisory & Consulting,USA,2025-03,59.3,3339.79,198064.57
Advisory & Consulting,USA,2025-04,61.6,3354.88,206809.41
Advisory & Consulting,USA,2025-05,63.4,3352.34,212569.15
Advisory & Consulting,USA,2025-06,62.9,3350.79,210689.59
Advisory & Consulting,USA,2025-07,63.9,3350.6,213970.75
Advisory & Consulting,USA,2025-08,65.1,3345.64,217798.6
Advisory & Consulting,USA,2025-09,64.5,3336.62,215260.31
Advisory & Consulting,USA,2025-10,64.3,3350.56,215427.78
Advisory & Consulting,USA,2025-11,68.4,3355.8,229419.77
Advisory & Consulting,USA,2025-12,68.0,3359.69,228432.1
Advisory & Consulting,USA,2026-01,67.0,3360.93,225291.92
Advisory & Consulting,USA,2026-02,66.5,3358.84,223398.15
Advisory & Consulting,USA,2026-03,70.9,3365.68,238604.36
Advisory & Consulting,Rest of GCC,2023-04,56.6,4428.25,250715.15
Advisory & Consulting,Rest of GCC,2023-05,56.8,4439.01,252199.39
Advisory & Consulting,Rest of GCC,2023-06,60.4,4441.04,268235.31
Advisory & Consulting,Rest of GCC,2023-07,63.0,4452.69,280335.92
Advisory & Consulting,Rest of GCC,2023-08,61.8,4467.66,276262.43
Advisory & Consulting,Rest of GCC,2023-09,63.7,4466.87,284348.18
Advisory & Consulting,Rest of GCC,2023-10,66.9,4479.87,299642.33
Advisory & Consulting,Rest of GCC,2023-11,67.1,4478.47,300400.83
Advisory & Consulting,Rest of GCC,2023-12,67.0,4477.99,300074.92
Advisory & Consulting,Rest of GCC,2024-01,66.9,4488.1,300096.0
Advisory & Consulting,Rest of GCC,2024-02,65.4,4477.56,293037.82
Advisory & Consulting,Rest of GCC,2024-03,66.1,4476.35,295861.16
Advisory & Consulting,Rest of GCC,2024-04,65.5,4498.21,294425.45
Advisory & Consulting,Rest of GCC,2024-05,69.0,4506.02,310905.31
Advisory & Consulting,Rest of GCC,2024-06,70.5,4507.33,317637.21
Advisory & Consulting,Rest of GCC,2024-07,70.4,4529.93,319041.47
Advisory & Consulting,Rest of GCC,2024-08,73.8,4536.81,334885.95
Advisory & Consulting,Rest of GCC,2024-09,75.2,4543.13,341729.27
Advisory & Consulting,Rest of GCC,2024-10,78.1,4560.76,356408.23
Advisory & Consulting,Rest of GCC,2024-11,77.2,4575.19,353048.17
Advisory & Consulting,Rest of GCC,2024-12,78.0,4600.13,358663.44
Advisory & Consulting,Rest of GCC,2025-01,81.4,4611.83,375582.88
Advisory & Consulting,Rest of GCC,2025-02,85.1,4615.57,392786.21
Advisory & Consulting,Rest of GCC,2025-03,84.2,4628.38,389592.66
Advisory & Consulting,Rest of GCC,2025-04,84.8,4616.35,391481.26
Advisory & Consulting,Rest of GCC,2025-05,83.8,4623.42,387275.85
Advisory & Consulting,Rest of GCC,2025-06,82.0,4642.73,380557.94
Advisory & Consulting,Rest of GCC,2025-07,82.3,4632.01,381328.51
Advisory & Consulting,Rest of GCC,2025-08,84.0,4647.76,390378.07
Advisory & Consulting,Rest of GCC,2025-09,88.3,4654.53,411213.77
Advisory & Consulting,Rest of GCC,2025-10,88.4,4676.2,413420.84
Advisory & Consulting,Rest of GCC,2025-11,86.6,4672.62,404817.78
Advisory & Consulting,Rest of GCC,2025-12,87.8,4667.92,410016.58
Advisory & Consulting,Rest of GCC,2026-01,88.1,4685.28,412895.64
Advisory & Consulting,Rest of GCC,2026-02,90.7,4676.6,424397.92
Advisory & Consulting,Rest of GCC,2026-03,94.3,4666.26,439854.96
