BU,Region,Month,FY,Revenue_Budget,Revenue_Actual,DirectCost_Budget,DirectCost_Actual,Salaries_Budget,Salaries_Actual,Marketing_Budget,Marketing_Actual,Travel_Budget,Travel_Actual,ITSoftware_Budget,ITSoftware_Actual,Facilities_Budget,Facilities_Actual,ProfFees_Budget,ProfFees_Actual,DA_Budget,DA_Actual
Retail & Consumer,India,2024-09,FY24,280269.0,293575.0,156703.0,158431.0,42003.0,42893.0,8949.0,10020.0,3344.0,3320.0,6732.0,6832.0,3594.0,3514.0,2704.0,3596.0,8015.0,7811.0
Retail & Consumer,India,2024-10,FY24,278430.0,281069.0,162985.0,163375.0,41654.0,41308.0,8921.0,8917.0,4157.0,4201.0,5357.0,5093.0,4069.0,4021.0,2634.0,2558.0,7361.0,7518.0
Retail & Consumer,India,2024-11,FY24,303602.0,289311.0,169125.0,167553.0,46173.0,49338.0,10253.0,8835.0,3799.0,3171.0,5754.0,6125.0,5400.0,5278.0,3195.0,3323.0,7761.0,7674.0
Retail & Consumer,India,2024-12,FY24,310245.0,314268.0,180497.0,183695.0,51333.0,55254.0,6770.0,6514.0,3824.0,3115.0,5733.0,5285.0,3984.0,3913.0,3141.0,3334.0,6733.0,6608.0
Retail & Consumer,India,2025-01,FY24,296259.0,300995.0,176029.0,187716.0,49778.0,53038.0,7079.0,7684.0,2600.0,3311.0,5555.0,5440.0,5007.0,5163.0,2257.0,2036.0,6333.0,6318.0
Retail & Consumer,India,2025-02,FY24,312348.0,299348.0,182780.0,182474.0,52779.0,53595.0,8340.0,7395.0,3652.0,3977.0,7688.0,8424.0,4553.0,4658.0,2297.0,2201.0,7172.0,6992.0
Retail & Consumer,India,2025-03,FY24,338991.0,324473.0,196469.0,193494.0,49553.0,48492.0,11721.0,10175.0,2743.0,2491.0,8877.0,8467.0,4351.0,4224.0,3235.0,3612.0,9690.0,9841.0
Retail & Consumer,India,2025-04,FY25,301871.0,303546.0,165800.0,168306.0,50540.0,50240.0,7684.0,8779.0,4249.0,4490.0,7788.0,7428.0,4293.0,4149.0,2368.0,3130.0,7995.0,7826.0
Retail & Consumer,India,2025-05,FY25,320224.0,311077.0,177543.0,180157.0,46628.0,45376.0,9584.0,9448.0,3157.0,3989.0,6033.0,6019.0,4229.0,4230.0,2897.0,2410.0,7277.0,7101.0
Retail & Consumer,India,2025-06,FY25,324732.0,315936.0,183589.0,176942.0,49385.0,51131.0,9074.0,9057.0,3583.0,4087.0,7944.0,8680.0,4467.0,4267.0,2018.0,1937.0,6708.0,6547.0
Retail & Consumer,India,2025-07,FY25,320036.0,315485.0,186565.0,183784.0,45778.0,48100.0,10623.0,9884.0,3021.0,3604.0,6873.0,6679.0,5367.0,5493.0,2101.0,2315.0,8642.0,8630.0
Retail & Consumer,India,2025-08,FY25,331462.0,316039.0,183735.0,173844.0,47095.0,46653.0,11103.0,9910.0,2681.0,2781.0,7074.0,6734.0,4677.0,4479.0,3340.0,4382.0,8598.0,8840.0
Retail & Consumer,India,2025-09,FY25,342422.0,342903.0,189993.0,185277.0,56352.0,58178.0,11936.0,13137.0,3998.0,3533.0,6666.0,6245.0,4943.0,5060.0,2984.0,3703.0,10238.0,10089.0
Retail & Consumer,India,2025-10,FY25,317784.0,323045.0,171862.0,173942.0,51260.0,54748.0,10048.0,11124.0,4549.0,4994.0,6078.0,6342.0,5665.0,5393.0,3773.0,4957.0,8451.0,8269.0
Retail & Consumer,India,2025-11,FY25,316120.0,326124.0,184760.0,199955.0,47665.0,50138.0,7242.0,8230.0,3942.0,5057.0,8463.0,8820.0,6068.0,6037.0,3714.0,4145.0,7161.0,7238.0
Retail & Consumer,India,2025-12,FY25,353462.0,358145.0,199719.0,213001.0,52765.0,51421.0,9827.0,9365.0,4343.0,4416.0,7971.0,8722.0,6482.0,6345.0,4177.0,4592.0,9492.0,9473.0
Retail & Consumer,India,2026-01,FY25,351504.0,332863.0,202968.0,196603.0,52413.0,52503.0,11247.0,9613.0,2913.0,2743.0,8412.0,7820.0,5078.0,5043.0,3502.0,2803.0,7914.0,7843.0
Retail & Consumer,India,2026-02,FY25,347504.0,333151.0,201524.0,199346.0,50267.0,49235.0,8361.0,9605.0,3259.0,3561.0,6536.0,6271.0,5485.0,5405.0,3777.0,4465.0,8419.0,8655.0
Retail & Consumer,India,2026-03,FY25,344325.0,354480.0,192175.0,196261.0,54031.0,56445.0,8552.0,8753.0,4402.0,3961.0,6665.0,6797.0,4961.0,4755.0,3237.0,3810.0,8766.0,8701.0
Retail & Consumer,UK,2023-04,FY23,130913.0,131832.0,73154.0,77193.0,21126.0,21581.0,3458.0,3376.0,1423.0,1158.0,3088.0,3373.0,2012.0,2063.0,1269.0,1245.0,2936.0,2938.0
Retail & Consumer,UK,2023-05,FY23,131978.0,131296.0,75747.0,74655.0,21468.0,21751.0,3437.0,2928.0,1802.0,2230.0,2983.0,2774.0,1641.0,1695.0,1306.0,1306.0,2768.0,2733.0
Retail & Consumer,UK,2023-06,FY23,129958.0,132643.0,70652.0,74370.0,20823.0,21892.0,2703.0,2464.0,1171.0,1370.0,2983.0,2864.0,2262.0,2342.0,1014.0,1000.0,3885.0,3770.0
Retail & Consumer,UK,2023-07,FY23,137043.0,134023.0,74946.0,70615.0,21668.0,21306.0,2940.0,2679.0,1551.0,1887.0,3075.0,2860.0,1778.0,1761.0,1630.0,2106.0,3894.0,3905.0
Retail & Consumer,UK,2023-08,FY23,140227.0,137241.0,82953.0,82676.0,21451.0,22309.0,3193.0,3498.0,1767.0,1564.0,3564.0,3630.0,2217.0,2170.0,1403.0,1930.0,3496.0,3531.0
Retail & Consumer,UK,2023-09,FY23,151107.0,147606.0,82571.0,80783.0,23081.0,22460.0,4058.0,4136.0,1221.0,1162.0,3695.0,3993.0,2563.0,2446.0,1729.0,2382.0,3729.0,3779.0
Retail & Consumer,UK,2023-10,FY23,146424.0,138422.0,82212.0,80874.0,22710.0,22900.0,4480.0,4333.0,1236.0,1394.0,3151.0,3307.0,2155.0,2201.0,1570.0,1518.0,4045.0,3997.0
Retail & Consumer,UK,2023-11,FY23,146311.0,139352.0,84671.0,80481.0,22554.0,23512.0,4190.0,4727.0,1965.0,2088.0,2823.0,2762.0,2874.0,2830.0,1420.0,1480.0,2992.0,3055.0
Retail & Consumer,UK,2023-12,FY23,141290.0,148479.0,77197.0,85091.0,21800.0,22968.0,4906.0,5360.0,1855.0,1703.0,3815.0,3629.0,2704.0,2773.0,1204.0,1010.0,3690.0,3605.0
Retail & Consumer,UK,2024-01,FY23,135143.0,142444.0,79167.0,84915.0,22328.0,23926.0,3354.0,3554.0,1438.0,1861.0,3208.0,3067.0,1895.0,1883.0,1043.0,960.0,2922.0,2977.0
Retail & Consumer,UK,2024-02,FY23,140407.0,145790.0,80724.0,85489.0,22474.0,22303.0,4514.0,5047.0,1477.0,1483.0,3295.0,3074.0,1893.0,1937.0,1610.0,1908.0,3505.0,3575.0
Retail & Consumer,UK,2024-03,FY23,157431.0,157929.0,88339.0,90343.0,24679.0,24313.0,3307.0,3235.0,1674.0,1399.0,2957.0,3137.0,2265.0,2178.0,1162.0,1349.0,3670.0,3609.0
Retail & Consumer,UK,2024-04,FY24,159776.0,152070.0,88689.0,86717.0,22694.0,24189.0,5516.0,4812.0,1922.0,2358.0,4365.0,4409.0,2428.0,2320.0,1627.0,1410.0,3948.0,4047.0
Retail & Consumer,UK,2024-05,FY24,143698.0,152287.0,80512.0,84264.0,21560.0,22727.0,3174.0,3219.0,1888.0,2383.0,3540.0,3816.0,1995.0,1910.0,1680.0,2256.0,3884.0,3946.0
Retail & Consumer,UK,2024-06,FY24,159825.0,151102.0,95415.0,91704.0,25312.0,24777.0,4518.0,5123.0,1581.0,1298.0,2934.0,2967.0,2749.0,2730.0,1250.0,1637.0,4749.0,4613.0
Retail & Consumer,UK,2024-07,FY24,154975.0,150048.0,91231.0,89337.0,25696.0,26853.0,4815.0,4891.0,1296.0,1533.0,3867.0,3857.0,2389.0,2302.0,1337.0,1789.0,4622.0,4585.0
Retail & Consumer,UK,2024-08,FY24,148700.0,149841.0,80815.0,80176.0,23444.0,23326.0,4641.0,5182.0,2015.0,2184.0,4150.0,3829.0,2641.0,2724.0,961.0,842.0,3243.0,3154.0
Retail & Consumer,UK,2024-09,FY24,163885.0,160888.0,90900.0,88372.0,25924.0,26511.0,3579.0,3125.0,1598.0,1713.0,3761.0,3958.0,2435.0,2536.0,1200.0,1473.0,4821.0,4902.0
Retail & Consumer,UK,2024-10,FY24,153758.0,150974.0,87890.0,85298.0,24745.0,25373.0,3200.0,3584.0,1989.0,2210.0,3198.0,3059.0,2014.0,2110.0,1135.0,1413.0,3399.0,3373.0
Retail & Consumer,UK,2024-11,FY24,147927.0,154568.0,88560.0,94842.0,23594.0,24064.0,3212.0,3211.0,1218.0,1144.0,3231.0,3454.0,1875.0,1834.0,1429.0,1568.0,4235.0,4206.0
Retail & Consumer,UK,2024-12,FY24,158136.0,163925.0,87143.0,90588.0,22387.0,22467.0,4447.0,4244.0,1294.0,1429.0,4259.0,4626.0,3046.0,3141.0,1510.0,1894.0,3702.0,3775.0
Retail & Consumer,UK,2025-01,FY24,153356.0,154701.0,89522.0,92902.0,21733.0,21342.0,3960.0,4223.0,1955.0,2403.0,4199.0,4213.0,2543.0,2560.0,1398.0,1255.0,3652.0,3706.0
Retail & Consumer,UK,2025-02,FY24,152034.0,159061.0,82237.0,89216.0,25622.0,25094.0,3611.0,3657.0,1575.0,1571.0,3672.0,3617.0,2626.0,2700.0,1651.0,1923.0,3230.0,3243.0
Retail & Consumer,UK,2025-03,FY24,165770.0,170591.0,91294.0,94484.0,25396.0,25937.0,5717.0,5683.0,2306.0,2096.0,3081.0,3355.0,2356.0,2382.0,1307.0,1096.0,3613.0,3671.0
Retail & Consumer,UK,2025-04,FY25,167057.0,159972.0,91486.0,89448.0,24124.0,25040.0,3465.0,3064.0,1381.0,1577.0,4445.0,4553.0,2061.0,2106.0,1063.0,1306.0,3774.0,3719.0
Retail & Consumer,UK,2025-05,FY25,169875.0,162887.0,95334.0,94005.0,26843.0,27070.0,3595.0,3534.0,1967.0,1807.0,3611.0,3563.0,3157.0,3130.0,1673.0,2218.0,3641.0,3603.0
Retail & Consumer,UK,2025-06,FY25,163279.0,166578.0,92169.0,96130.0,25165.0,27105.0,4789.0,4301.0,1357.0,1717.0,4428.0,4094.0,2755.0,2840.0,1480.0,1877.0,4095.0,4115.0
Retail & Consumer,UK,2025-07,FY25,161635.0,167361.0,95339.0,95642.0,26151.0,26463.0,5652.0,4937.0,1381.0,1751.0,3272.0,3307.0,2682.0,2695.0,1375.0,1705.0,4603.0,4611.0
Retail & Consumer,UK,2025-08,FY25,165616.0,166168.0,94644.0,95300.0,24524.0,26044.0,4040.0,3730.0,1607.0,1902.0,3581.0,3588.0,2979.0,2864.0,1233.0,1529.0,4770.0,4730.0
Retail & Consumer,UK,2025-09,FY25,178556.0,178435.0,106219.0,108407.0,28240.0,28787.0,4693.0,4791.0,2462.0,2124.0,4174.0,4423.0,2725.0,2748.0,1219.0,1166.0,4083.0,4037.0
Retail & Consumer,UK,2025-10,FY25,164441.0,166014.0,98499.0,100903.0,26143.0,27581.0,5508.0,6130.0,1333.0,1147.0,3393.0,3460.0,3197.0,3275.0,1111.0,912.0,3998.0,4044.0
Retail & Consumer,UK,2025-11,FY25,163581.0,171130.0,96842.0,105749.0,27339.0,27585.0,4259.0,4332.0,2124.0,1826.0,4412.0,4772.0,2737.0,2769.0,1957.0,1619.0,4480.0,4441.0
Retail & Consumer,UK,2025-12,FY25,182464.0,184481.0,103454.0,108609.0,27129.0,27739.0,4018.0,3636.0,2438.0,3067.0,4993.0,4669.0,3497.0,3530.0,1500.0,1784.0,4342.0,4326.0
Retail & Consumer,UK,2026-01,FY25,176468.0,174622.0,105296.0,101548.0,26280.0,26478.0,5023.0,5622.0,2128.0,2600.0,3929.0,3843.0,2567.0,2484.0,1210.0,1559.0,4826.0,4968.0
Retail & Consumer,UK,2026-02,FY25,174902.0,174501.0,100483.0,102132.0,25008.0,25041.0,3809.0,3551.0,1937.0,2407.0,3653.0,3964.0,3482.0,3570.0,2020.0,2424.0,3745.0,3679.0
Retail & Consumer,UK,2026-03,FY25,196897.0,191054.0,106647.0,108283.0,33235.0,34211.0,6298.0,5366.0,2723.0,2213.0,3944.0,4297.0,3262.0,3338.0,1797.0,2334.0,4519.0,4413.0
Retail & Consumer,USA,2023-04,FY23,120436.0,121423.0,66936.0,70305.0,20449.0,21481.0,2619.0,2504.0,1030.0,1233.0,3044.0,2980.0,1934.0,1891.0,1178.0,1305.0,3345.0,3387.0
Retail & Consumer,USA,2023-05,FY23,127888.0,121686.0,72385.0,72114.0,20951.0,21054.0,4172.0,4374.0,1809.0,1479.0,3113.0,2868.0,1675.0,1654.0,1491.0,1795.0,2897.0,2836.0
Retail & Consumer,USA,2023-06,FY23,127890.0,124403.0,71229.0,68034.0,21265.0,22851.0,4202.0,4516.0,1026.0,855.0,3015.0,2887.0,1717.0,1703.0,969.0,996.0,3305.0,3332.0
Retail & Consumer,USA,2023-07,FY23,127889.0,125525.0,70442.0,68513.0,18794.0,18834.0,3488.0,3799.0,1374.0,1345.0,2917.0,2734.0,1650.0,1713.0,1347.0,1310.0,3797.0,3757.0
Retail & Consumer,USA,2023-08,FY23,121678.0,127559.0,69099.0,71922.0,17449.0,18263.0,3720.0,4025.0,1385.0,1665.0,2785.0,2769.0,1689.0,1654.0,1101.0,1469.0,3386.0,3297.0
Retail & Consumer,USA,2023-09,FY23,138605.0,142687.0,77488.0,79709.0,21242.0,21536.0,4669.0,4344.0,1815.0,1760.0,3629.0,3540.0,2118.0,2133.0,970.0,896.0,3639.0,3737.0
Retail & Consumer,USA,2023-10,FY23,129344.0,132043.0,74541.0,73587.0,20911.0,22129.0,2762.0,2932.0,1861.0,2202.0,3043.0,3158.0,2089.0,2060.0,930.0,832.0,3280.0,3351.0
Retail & Consumer,USA,2023-11,FY23,136642.0,131874.0,81253.0,77966.0,20014.0,21028.0,4660.0,4011.0,1112.0,1412.0,2600.0,2578.0,2170.0,2096.0,1067.0,1001.0,3788.0,3731.0
Retail & Consumer,USA,2023-12,FY23,138068.0,144599.0,81052.0,86731.0,19873.0,20896.0,3321.0,2907.0,1176.0,1365.0,3538.0,3519.0,1673.0,1728.0,1329.0,1184.0,3777.0,3843.0
Retail & Consumer,USA,2024-01,FY23,133248.0,131579.0,74450.0,73016.0,20703.0,20135.0,3213.0,2926.0,1312.0,1480.0,3027.0,2944.0,1698.0,1777.0,1248.0,1360.0,3874.0,3882.0
Retail & Consumer,USA,2024-02,FY23,123873.0,131491.0,70586.0,74885.0,18727.0,19291.0,2679.0,2457.0,1837.0,1835.0,2517.0,2483.0,2045.0,2074.0,990.0,1273.0,3686.0,3597.0
Retail & Consumer,USA,2024-03,FY23,149865.0,143579.0,85331.0,80675.0,21617.0,22434.0,4062.0,4334.0,1793.0,1643.0,3848.0,3715.0,2172.0,2137.0,1035.0,1028.0,3845.0,3823.0
Retail & Consumer,USA,2024-04,FY24,132614.0,129652.0,77619.0,78444.0,20737.0,20829.0,3949.0,3738.0,1719.0,1817.0,3526.0,3874.0,1678.0,1612.0,1352.0,1386.0,3656.0,3582.0
Retail & Consumer,USA,2024-05,FY24,126907.0,132203.0,71862.0,78641.0,17916.0,18214.0,2863.0,3123.0,1448.0,1701.0,2979.0,2955.0,1824.0,1812.0,985.0,1333.0,3397.0,3402.0
Retail & Consumer,USA,2024-06,FY24,132027.0,134093.0,76445.0,75909.0,20556.0,20402.0,3857.0,4105.0,1536.0,1422.0,2988.0,3252.0,2564.0,2620.0,1467.0,1293.0,3333.0,3399.0
Retail & Consumer,USA,2024-07,FY24,131400.0,132733.0,72141.0,70664.0,22247.0,22343.0,2998.0,3173.0,1546.0,1493.0,2445.0,2456.0,1741.0,1715.0,1229.0,1150.0,3454.0,3543.0
Retail & Consumer,USA,2024-08,FY24,137917.0,132805.0,81659.0,79857.0,20573.0,21369.0,3593.0,3329.0,1626.0,1837.0,2589.0,2453.0,2461.0,2407.0,1045.0,900.0,3857.0,3877.0
Retail & Consumer,USA,2024-09,FY24,145495.0,148522.0,85306.0,88508.0,21579.0,22848.0,4812.0,5055.0,1646.0,1455.0,3759.0,4128.0,1852.0,1908.0,1001.0,900.0,4182.0,4138.0
Retail & Consumer,USA,2024-10,FY24,131520.0,138989.0,75059.0,79597.0,21036.0,21162.0,3618.0,3203.0,1568.0,1550.0,2874.0,2890.0,1906.0,1910.0,1208.0,1607.0,3738.0,3840.0
Retail & Consumer,USA,2024-11,FY24,148549.0,142831.0,86557.0,86366.0,23295.0,23852.0,4729.0,4992.0,1769.0,1800.0,3191.0,2950.0,2217.0,2209.0,1488.0,1841.0,3289.0,3301.0
Retail & Consumer,USA,2024-12,FY24,169699.0,161199.0,95532.0,88965.0,27564.0,26769.0,4519.0,4554.0,1364.0,1303.0,3214.0,3170.0,2381.0,2481.0,1636.0,1342.0,3861.0,3856.0
Retail & Consumer,USA,2025-01,FY24,149211.0,145791.0,82839.0,82583.0,25237.0,26765.0,4916.0,5547.0,2235.0,2495.0,3417.0,3435.0,2835.0,2906.0,1618.0,1331.0,3027.0,3099.0
Retail & Consumer,USA,2025-02,FY24,149270.0,145156.0,88406.0,84022.0,22777.0,24213.0,3111.0,3239.0,1259.0,1069.0,3499.0,3838.0,2023.0,2046.0,911.0,1186.0,4252.0,4205.0
Retail & Consumer,USA,2025-03,FY24,169856.0,161970.0,97703.0,97575.0,26411.0,28351.0,4424.0,4872.0,2155.0,1794.0,4459.0,4505.0,3029.0,2903.0,1471.0,1420.0,3735.0,3736.0
Retail & Consumer,USA,2025-04,FY25,151621.0,147259.0,89498.0,84001.0,22472.0,22665.0,3809.0,3887.0,1952.0,2114.0,3431.0,3228.0,1929.0,1973.0,1079.0,1246.0,4497.0,4569.0
Retail & Consumer,USA,2025-05,FY25,145299.0,150397.0,81727.0,82197.0,23499.0,23432.0,4731.0,4933.0,2079.0,1862.0,3714.0,3506.0,1806.0,1843.0,1027.0,908.0,3364.0,3309.0
Retail & Consumer,USA,2025-06,FY25,156857.0,149955.0,86370.0,81781.0,25242.0,25219.0,4290.0,4391.0,1638.0,1836.0,3529.0,3648.0,2926.0,2790.0,1727.0,1781.0,3981.0,3912.0
Retail & Consumer,USA,2025-07,FY25,149822.0,152626.0,88193.0,92868.0,21907.0,22936.0,4129.0,4538.0,2032.0,1718.0,3856.0,3727.0,2358.0,2248.0,1003.0,1199.0,3276.0,3205.0
Retail & Consumer,USA,2025-08,FY25,152265.0,154635.0,85676.0,88466.0,21472.0,22484.0,4483.0,4980.0,1227.0,1240.0,3250.0,3369.0,1949.0,2030.0,1193.0,1289.0,3329.0,3233.0
Retail & Consumer,USA,2025-09,FY25,172325.0,173230.0,99011.0,99834.0,26190.0,27807.0,4099.0,3943.0,1786.0,2035.0,3619.0,3962.0,3278.0,3364.0,1965.0,2170.0,4172.0,4241.0
Retail & Consumer,USA,2025-10,FY25,160546.0,162481.0,86970.0,88930.0,26919.0,28737.0,5535.0,6270.0,1507.0,1938.0,4097.0,3865.0,2354.0,2462.0,1898.0,1871.0,4440.0,4520.0
Retail & Consumer,USA,2025-11,FY25,157201.0,163778.0,84896.0,86381.0,26172.0,26254.0,3334.0,3070.0,1481.0,1252.0,3214.0,3353.0,2950.0,2913.0,1393.0,1403.0,3884.0,3928.0
Retail & Consumer,USA,2025-12,FY25,191722.0,182672.0,111219.0,109909.0,30903.0,32570.0,4110.0,3652.0,2558.0,2217.0,4934.0,5337.0,3558.0,3640.0,1639.0,1699.0,3972.0,3969.0
Retail & Consumer,USA,2026-01,FY25,171663.0,169901.0,94981.0,95778.0,27987.0,28284.0,4308.0,4726.0,2107.0,2477.0,4660.0,4829.0,2250.0,2180.0,1248.0,1324.0,4016.0,4053.0
Retail & Consumer,USA,2026-02,FY25,166617.0,171030.0,93840.0,99928.0,23500.0,25273.0,4386.0,3943.0,2129.0,2591.0,3774.0,3528.0,2914.0,2798.0,1862.0,2387.0,3353.0,3317.0
Retail & Consumer,USA,2026-03,FY25,187179.0,189822.0,106183.0,108500.0,31595.0,32043.0,5909.0,5560.0,1836.0,2051.0,4499.0,4789.0,2920.0,2883.0,1655.0,1657.0,4745.0,4707.0
Retail & Consumer,Rest of GCC,2023-04,FY23,76343.0,77426.0,44316.0,43978.0,11460.0,12294.0,2203.0,2003.0,1045.0,1216.0,1722.0,1599.0,1088.0,1047.0,682.0,696.0,2206.0,2231.0
Retail & Consumer,Rest of GCC,2023-05,FY23,75937.0,77448.0,42355.0,44821.0,11868.0,11745.0,1925.0,1646.0,780.0,872.0,1819.0,1790.0,933.0,955.0,569.0,484.0,1591.0,1613.0
Retail & Consumer,Rest of GCC,2023-06,FY23,78010.0,78660.0,43411.0,46022.0,12534.0,12495.0,2526.0,2780.0,1024.0,1087.0,1762.0,1645.0,1169.0,1128.0,925.0,1094.0,2248.0,2232.0
Retail & Consumer,Rest of GCC,2023-07,FY23,76902.0,80996.0,45806.0,49659.0,11741.0,11418.0,2634.0,2442.0,967.0,1200.0,2028.0,2024.0,994.0,963.0,582.0,571.0,1933.0,1974.0
Retail & Consumer,Rest of GCC,2023-08,FY23,83895.0,80990.0,47187.0,45848.0,13660.0,13907.0,2618.0,2837.0,834.0,947.0,2017.0,2186.0,1462.0,1429.0,708.0,574.0,2025.0,1980.0
Retail & Consumer,Rest of GCC,2023-09,FY23,90656.0,89591.0,54262.0,53258.0,13294.0,12922.0,2255.0,1960.0,908.0,1050.0,2382.0,2444.0,1548.0,1521.0,756.0,1027.0,1825.0,1808.0
Retail & Consumer,Rest of GCC,2023-10,FY23,80848.0,81391.0,45899.0,47601.0,11830.0,12383.0,2433.0,2255.0,665.0,815.0,2238.0,2313.0,1333.0,1312.0,586.0,815.0,1915.0,1891.0
Retail & Consumer,Rest of GCC,2023-11,FY23,83329.0,81620.0,45145.0,45137.0,12083.0,12188.0,2206.0,2534.0,680.0,875.0,1964.0,1980.0,1156.0,1205.0,566.0,659.0,2375.0,2318.0
Retail & Consumer,Rest of GCC,2023-12,FY23,95433.0,90111.0,54802.0,50748.0,13816.0,14583.0,2960.0,2872.0,1036.0,1218.0,2117.0,2176.0,1389.0,1370.0,633.0,842.0,2825.0,2869.0
Retail & Consumer,Rest of GCC,2024-01,FY23,82119.0,81769.0,46277.0,47956.0,12716.0,12983.0,2660.0,2620.0,1188.0,1056.0,1715.0,1742.0,1205.0,1201.0,578.0,777.0,1957.0,1975.0
Retail & Consumer,Rest of GCC,2024-02,FY23,83271.0,84177.0,48146.0,49591.0,12004.0,12462.0,2913.0,3000.0,1093.0,1391.0,1770.0,1708.0,1379.0,1375.0,545.0,557.0,2284.0,2337.0
Retail & Consumer,Rest of GCC,2024-03,FY23,95163.0,94572.0,56318.0,58098.0,13784.0,13930.0,3152.0,2845.0,1386.0,1747.0,2020.0,1965.0,1823.0,1770.0,834.0,790.0,2477.0,2550.0
Retail & Consumer,Rest of GCC,2024-04,FY24,92436.0,87473.0,52690.0,48597.0,14616.0,14710.0,3125.0,2806.0,1039.0,1331.0,1670.0,1546.0,1610.0,1669.0,1107.0,1458.0,1914.0,1904.0
Retail & Consumer,Rest of GCC,2024-05,FY24,89792.0,87524.0,49139.0,49546.0,14314.0,14726.0,1828.0,1817.0,1175.0,1112.0,1974.0,2108.0,1630.0,1608.0,925.0,1024.0,2379.0,2369.0
Retail & Consumer,Rest of GCC,2024-06,FY24,83394.0,87094.0,46346.0,50254.0,13560.0,13320.0,1879.0,1830.0,866.0,1088.0,2165.0,2074.0,1066.0,1081.0,537.0,719.0,2078.0,2046.0
Retail & Consumer,Rest of GCC,2024-07,FY24,85004.0,87145.0,48170.0,51071.0,13685.0,14130.0,2458.0,2651.0,768.0,725.0,1718.0,1695.0,1267.0,1241.0,992.0,888.0,2239.0,2236.0
Retail & Consumer,Rest of GCC,2024-08,FY24,85668.0,87830.0,50084.0,52643.0,12370.0,12397.0,2207.0,2298.0,702.0,636.0,1802.0,1847.0,1206.0,1233.0,897.0,1254.0,2061.0,2076.0
Retail & Consumer,Rest of GCC,2024-09,FY24,94970.0,96779.0,52172.0,55356.0,14191.0,14350.0,3132.0,3118.0,872.0,927.0,1876.0,2029.0,1150.0,1201.0,765.0,754.0,2112.0,2084.0
Retail & Consumer,Rest of GCC,2024-10,FY24,92552.0,89447.0,53588.0,51595.0,14233.0,15235.0,3109.0,3426.0,1288.0,1535.0,2151.0,2067.0,1261.0,1282.0,777.0,668.0,2156.0,2100.0
Retail & Consumer,Rest of GCC,2024-11,FY24,90938.0,90560.0,53151.0,55070.0,15379.0,15012.0,2592.0,2396.0,891.0,1042.0,2264.0,2348.0,1270.0,1294.0,794.0,654.0,2373.0,2380.0
Retail & Consumer,Rest of GCC,2024-12,FY24,95767.0,99467.0,56487.0,56997.0,16002.0,16442.0,2003.0,1839.0,1159.0,1264.0,2168.0,2204.0,1748.0,1716.0,939.0,862.0,2027.0,1976.0
Retail & Consumer,Rest of GCC,2025-01,FY24,90278.0,89821.0,49915.0,50054.0,14181.0,14663.0,2972.0,2626.0,1282.0,1524.0,1801.0,1918.0,1527.0,1520.0,542.0,679.0,2348.0,2347.0
Retail & Consumer,Rest of GCC,2025-02,FY24,89648.0,89570.0,51176.0,53601.0,13357.0,14231.0,2128.0,1985.0,1069.0,1020.0,2008.0,2201.0,1754.0,1752.0,710.0,983.0,2215.0,2170.0
Retail & Consumer,Rest of GCC,2025-03,FY24,97475.0,98277.0,54418.0,57447.0,14943.0,15543.0,2737.0,2476.0,1311.0,1549.0,1962.0,1982.0,1419.0,1423.0,645.0,632.0,2544.0,2555.0
Retail & Consumer,Rest of GCC,2025-04,FY25,84939.0,88592.0,49773.0,53622.0,14063.0,14585.0,1899.0,2159.0,1263.0,1423.0,2199.0,2332.0,1202.0,1254.0,750.0,985.0,1957.0,1915.0
Retail & Consumer,Rest of GCC,2025-05,FY25,87350.0,88908.0,51075.0,52207.0,13343.0,13520.0,2294.0,2474.0,946.0,1215.0,1881.0,2003.0,1730.0,1776.0,534.0,653.0,1929.0,1954.0
Retail & Consumer,Rest of GCC,2025-06,FY25,87732.0,89085.0,49069.0,51567.0,13140.0,13555.0,2017.0,1845.0,1011.0,1242.0,1673.0,1612.0,1281.0,1278.0,906.0,980.0,2607.0,2536.0
Retail & Consumer,Rest of GCC,2025-07,FY25,92616.0,90575.0,55063.0,54244.0,13745.0,14250.0,2373.0,2089.0,1156.0,1084.0,2009.0,2182.0,1194.0,1150.0,972.0,967.0,2570.0,2557.0
Retail & Consumer,Rest of GCC,2025-08,FY25,86447.0,90232.0,48231.0,49441.0,12331.0,12294.0,2472.0,2667.0,849.0,905.0,1808.0,1670.0,1571.0,1503.0,926.0,1136.0,2000.0,2042.0
Retail & Consumer,Rest of GCC,2025-09,FY25,101722.0,102387.0,60329.0,59618.0,15670.0,15994.0,2543.0,2679.0,1315.0,1220.0,2592.0,2395.0,1318.0,1306.0,852.0,930.0,2083.0,2087.0
Retail & Consumer,Rest of GCC,2025-10,FY25,95276.0,95136.0,51542.0,51643.0,13430.0,13772.0,3046.0,3311.0,1090.0,1185.0,2319.0,2440.0,1574.0,1649.0,1018.0,1139.0,2666.0,2721.0
Retail & Consumer,Rest of GCC,2025-11,FY25,99322.0,94529.0,57269.0,57308.0,16146.0,17024.0,2628.0,2452.0,1108.0,1374.0,2522.0,2616.0,1250.0,1268.0,798.0,891.0,2674.0,2725.0
Retail & Consumer,Rest of GCC,2025-12,FY25,99222.0,105267.0,57001.0,58402.0,16356.0,15899.0,2320.0,2269.0,974.0,888.0,2455.0,2403.0,1554.0,1580.0,1054.0,1206.0,2336.0,2389.0
