InvoiceID,InvoiceDate,Client,BusinessUnit,Region,Revenue,COGS,GrossMargin,PaymentStatus
INV-100509,2024-11-10,Northbridge Bank,Banking & Financial Services,USA,93034.92,47069.9,45965.02,Paid
INV-100510,2024-11-08,Ironclad Public Utilities,Banking & Financial Services,India,24301.56,11298.58,13002.98,Paid
INV-100511,2024-11-26,Apex Manufacturing,Public Sector,UK,38236.95,18120.24,20116.71,Paid
INV-100512,2024-11-20,Apex Manufacturing,Public Sector,UAE,105136.3,49664.61,55471.69,Paid
INV-100513,2024-11-25,Falcon Aerospace,Public Sector,India,82914.31,39769.1,43145.21,Outstanding
INV-100514,2024-11-01,Zenith Media,Banking & Financial Services,UK,121689.72,73000.51,48689.21,Paid
INV-100515,2024-11-26,Zenith Media,Technology & Telecom,USA,124208.59,62875.63,61332.96,Paid
INV-100516,2024-11-13,CedarPoint Logistics,Retail & Consumer,KSA,133090.99,65896.07,67194.92,Paid
INV-100517,2024-11-14,Northbridge Bank,Healthcare & Life Sciences,KSA,17598.68,11800.89,5797.79,Paid
INV-100518,2024-11-05,Falcon Aerospace,Retail & Consumer,UAE,127524.58,84238.64,43285.94,Paid
INV-100519,2024-11-13,Horizon Insurance,Banking & Financial Services,UAE,59201.87,28729.64,30472.23,Paid
INV-100520,2024-11-24,Apex Manufacturing,Banking & Financial Services,UAE,63761.57,32448.37,31313.2,Overdue
INV-100521,2024-11-14,Ironclad Public Utilities,Healthcare & Life Sciences,UAE,24894.38,16126.1,8768.28,Paid
INV-100522,2024-11-09,Vantage Telecom,Public Sector,KSA,30784.32,19891.67,10892.65,Paid
INV-100523,2024-11-06,Northbridge Bank,Retail & Consumer,KSA,161823.79,94672.49,67151.3,Paid
INV-100524,2024-11-22,Northbridge Bank,Retail & Consumer,UK,32751.35,14945.5,17805.85,Overdue
INV-100525,2024-11-18,Granite Construction Group,Banking & Financial Services,UAE,28155.31,14015.12,14140.19,Paid
INV-100526,2024-11-06,Vantage Telecom,Healthcare & Life Sciences,USA,25882.09,13003.16,12878.93,Paid
INV-100527,2024-11-07,Solstice Retail Co,Public Sector,UK,177098.16,84449.44,92648.72,Paid
INV-100528,2024-11-22,Vantage Telecom,Public Sector,India,67389.71,43653.79,23735.92,Paid
INV-100529,2024-11-10,CedarPoint Logistics,Healthcare & Life Sciences,KSA,61857.43,34957.95,26899.48,Paid
INV-100530,2024-11-19,Ironclad Public Utilities,Technology & Telecom,UK,148370.08,72679.14,75690.94,Outstanding
INV-100531,2024-11-24,BlueHarbor Financial,Technology & Telecom,KSA,55369.22,34409.05,20960.17,Overdue
INV-100532,2024-11-16,CedarPoint Logistics,Healthcare & Life Sciences,UK,140812.69,83985.08,56827.61,Paid
INV-100533,2024-11-20,Horizon Insurance,Public Sector,USA,120744.79,64347.35,56397.44,Outstanding
INV-100534,2024-11-11,Zenith Media,Healthcare & Life Sciences,India,79643.56,50025.02,29618.54,Paid
INV-100535,2024-11-03,BlueHarbor Financial,Technology & Telecom,India,152091.12,88125.51,63965.61,Paid
INV-100536,2024-11-21,Apex Manufacturing,Technology & Telecom,KSA,73442.55,37209.4,36233.15,Outstanding
INV-100537,2024-11-16,Northbridge Bank,Public Sector,UK,81718.57,38751.11,42967.46,Paid
INV-100538,2024-11-06,Vantage Telecom,Healthcare & Life Sciences,UK,158272.3,96630.45,61641.85,Paid
INV-100539,2024-11-24,Keystone Energy,Technology & Telecom,India,171513.3,92715.89,78797.41,Paid
INV-100540,2024-11-23,Falcon Aerospace,Healthcare & Life Sciences,India,44882.96,26190.5,18692.46,Paid
INV-100541,2024-11-05,Solstice Retail Co,Public Sector,USA,165216.08,102768.64,62447.44,Paid
INV-100542,2024-11-04,Vantage Telecom,Technology & Telecom,UK,171508.87,83125.02,88383.85,Paid
INV-100543,2024-11-23,Apex Manufacturing,Banking & Financial Services,KSA,121448.79,78769.81,42678.98,Paid
INV-100544,2024-11-22,Vantage Telecom,Public Sector,KSA,65344.74,32598.89,32745.85,Paid
INV-100545,2024-11-22,BlueHarbor Financial,Public Sector,India,96537.4,52970.86,43566.54,Overdue
INV-100546,2024-11-10,Northbridge Bank,Technology & Telecom,UAE,77613.46,44537.09,33076.37,Overdue
INV-100547,2024-11-25,Apex Manufacturing,Public Sector,KSA,117016.27,72897.82,44118.45,Outstanding
INV-100548,2024-11-22,Granite Construction Group,Banking & Financial Services,UK,25024.13,16213.19,8810.94,Outstanding
INV-100549,2024-12-03,Meridian Health Group,Technology & Telecom,USA,124072.83,75655.49,48417.34,Paid
INV-100550,2024-12-13,Vantage Telecom,Banking & Financial Services,UK,150733.34,84262.39,66470.95,Paid
INV-100551,2024-12-20,Apex Manufacturing,Healthcare & Life Sciences,UAE,174908.32,89726.22,85182.1,Paid
INV-100552,2024-12-05,Zenith Media,Technology & Telecom,USA,167978.96,76328.42,91650.54,Paid
INV-100553,2024-12-04,Willow Pharma,Retail & Consumer,USA,44817.14,21526.45,23290.69,Paid
INV-100554,2024-12-15,BlueHarbor Financial,Healthcare & Life Sciences,USA,143973.83,90716.38,53257.45,Paid
INV-100555,2024-12-27,Solstice Retail Co,Retail & Consumer,India,156384.17,97301.14,59083.03,Paid
INV-100556,2024-12-27,BlueHarbor Financial,Retail & Consumer,India,140865.51,70035.01,70830.5,Paid
INV-100557,2024-12-28,Ironclad Public Utilities,Banking & Financial Services,UK,32548.95,21614.85,10934.1,Overdue
INV-100558,2024-12-09,Falcon Aerospace,Retail & Consumer,UAE,46095.99,29443.89,16652.1,Outstanding
INV-100559,2024-12-13,Zenith Media,Banking & Financial Services,UAE,40129.41,21875.77,18253.64,Paid
INV-100560,2024-12-22,Ironclad Public Utilities,Technology & Telecom,UAE,117814.67,65251.01,52563.66,Paid
INV-100561,2024-12-04,BlueHarbor Financial,Public Sector,KSA,46665.79,23368.12,23297.67,Paid
INV-100562,2024-12-19,Meridian Health Group,Technology & Telecom,UAE,38056.06,23998.59,14057.47,Paid
INV-100563,2024-12-19,Meridian Health Group,Technology & Telecom,KSA,108480.51,55605.48,52875.03,Paid
INV-100564,2024-12-09,Granite Construction Group,Banking & Financial Services,KSA,48076.59,24644.08,23432.51,Paid
INV-100565,2024-12-22,Apex Manufacturing,Technology & Telecom,UK,124252.09,61775.31,62476.78,Paid
INV-100566,2024-12-26,Coral Bay Hospitality,Banking & Financial Services,India,16069.51,9313.42,6756.09,Paid
INV-100567,2024-12-07,Meridian Health Group,Banking & Financial Services,UAE,161100.61,90785.59,70315.02,Paid
INV-100568,2024-12-10,Meridian Health Group,Retail & Consumer,USA,24131.94,13082.05,11049.89,Overdue
INV-100569,2024-12-10,Falcon Aerospace,Public Sector,UAE,144583.65,66644.24,77939.41,Paid
INV-100570,2024-12-14,Keystone Energy,Banking & Financial Services,KSA,101745.72,65227.41,36518.31,Paid
INV-100571,2024-12-24,Keystone Energy,Banking & Financial Services,UK,170128.22,115657.91,54470.31,Paid
INV-100572,2024-12-04,Keystone Energy,Public Sector,USA,15001.32,7758.01,7243.31,Paid
INV-100573,2024-12-05,Horizon Insurance,Public Sector,India,61518.32,31378.07,30140.25,Paid
INV-100574,2024-12-16,Vantage Telecom,Retail & Consumer,KSA,21219.62,9848.41,11371.21,Overdue
INV-100575,2024-12-04,Falcon Aerospace,Banking & Financial Services,UK,156208.02,103639.77,52568.25,Paid
INV-100576,2024-12-16,Keystone Energy,Public Sector,UK,18400.64,9651.19,8749.45,Paid
INV-100577,2024-12-26,Zenith Media,Banking & Financial Services,UK,28533.09,18594.68,9938.41,Paid
INV-100578,2024-12-15,Ironclad Public Utilities,Retail & Consumer,UAE,184355.5,95827.01,88528.49,Paid
INV-100579,2024-12-03,Solstice Retail Co,Public Sector,USA,150131.75,70607.1,79524.65,Paid
INV-100580,2024-12-05,Solstice Retail Co,Public Sector,UK,158641.94,82301.38,76340.56,Outstanding
INV-100581,2024-12-28,Keystone Energy,Banking & Financial Services,USA,45723.44,25162.16,20561.28,Outstanding
INV-100582,2024-12-20,CedarPoint Logistics,Technology & Telecom,UK,60137.83,32991.72,27146.11,Paid
INV-100583,2024-12-10,Vantage Telecom,Public Sector,UAE,14639.13,8732.9,5906.23,Overdue
INV-100584,2024-12-06,Meridian Health Group,Technology & Telecom,UAE,146494.96,99574.65,46920.31,Paid
INV-100585,2024-12-03,Falcon Aerospace,Healthcare & Life Sciences,UAE,69658.14,45396.56,24261.58,Paid
INV-100586,2024-12-22,Meridian Health Group,Retail & Consumer,KSA,66674.84,36305.91,30368.93,Paid
INV-100587,2024-12-27,Falcon Aerospace,Healthcare & Life Sciences,UK,19757.99,11380.79,8377.2,Paid
INV-100588,2024-12-24,CedarPoint Logistics,Healthcare & Life Sciences,India,39063.56,23472.4,15591.16,Paid
INV-100589,2024-12-16,Keystone Energy,Banking & Financial Services,UAE,32590.73,17388.96,15201.77,Paid
INV-100590,2024-12-09,Keystone Energy,Technology & Telecom,USA,104076.22,63705.15,40371.07,Outstanding
INV-100591,2024-12-19,Coral Bay Hospitality,Retail & Consumer,UK,77105.53,39704.34,37401.19,Overdue
INV-100592,2024-12-21,Vantage Telecom,Banking & Financial Services,UAE,73356.23,42979.04,30377.19,Paid
INV-100593,2024-12-07,BlueHarbor Financial,Technology & Telecom,India,174217.18,115142.46,59074.72,Paid
INV-100594,2025-01-06,Granite Construction Group,Public Sector,India,164912.75,106517.09,58395.66,Outstanding
INV-100595,2025-01-25,Falcon Aerospace,Banking & Financial Services,UK,35623.03,19342.15,16280.88,Paid
INV-100596,2025-01-16,BlueHarbor Financial,Retail & Consumer,UAE,53841.33,35051.35,18789.98,Paid
INV-100597,2025-01-09,Falcon Aerospace,Banking & Financial Services,UAE,60048.67,40818.39,19230.28,Paid
INV-100598,2025-01-21,Zenith Media,Healthcare & Life Sciences,UAE,182668.67,98085.19,84583.48,Paid
INV-100599,2025-01-15,Zenith Media,Healthcare & Life Sciences,India,15172.97,9272.2,5900.77,Paid
INV-100600,2025-01-14,Keystone Energy,Banking & Financial Services,UAE,179409.39,121192.31,58217.08,Paid
INV-100601,2025-01-26,Coral Bay Hospitality,Public Sector,UAE,126999.9,86017.46,40982.44,Paid
INV-100602,2025-01-06,Apex Manufacturing,Healthcare & Life Sciences,USA,32907.19,18378.46,14528.73,Paid
INV-100603,2025-01-06,Coral Bay Hospitality,Banking & Financial Services,UAE,70157.86,44362.99,25794.87,Paid
INV-100604,2025-01-05,Vantage Telecom,Healthcare & Life Sciences,USA,34210.73,16771.73,17439.0,Paid
INV-100605,2025-01-17,Northbridge Bank,Public Sector,India,91374.51,59325.4,32049.11,Paid
INV-100606,2025-01-09,CedarPoint Logistics,Public Sector,USA,113402.7,51864.55,61538.15,Paid
INV-100607,2025-01-08,Northbridge Bank,Public Sector,India,88069.69,55887.51,32182.18,Paid
INV-100608,2025-01-01,Keystone Energy,Banking & Financial Services,UAE,173674.21,92015.5,81658.71,Paid
INV-100609,2025-01-21,Vantage Telecom,Retail & Consumer,UK,172193.27,84011.09,88182.18,Outstanding
INV-100610,2025-01-04,Ironclad Public Utilities,Healthcare & Life Sciences,UAE,148103.58,81521.62,66581.96,Paid
INV-100611,2025-01-08,Apex Manufacturing,Public Sector,UAE,113986.71,63468.15,50518.56,Paid
INV-100612,2025-01-10,Solstice Retail Co,Public Sector,UAE,158713.25,72287.19,86426.06,Paid
INV-100613,2025-01-11,Ironclad Public Utilities,Retail & Consumer,India,50937.51,23826.34,27111.17,Paid
INV-100614,2025-01-16,Granite Construction Group,Public Sector,UAE,172580.78,88086.35,84494.43,Outstanding
INV-100615,2025-01-18,BlueHarbor Financial,Technology & Telecom,India,137699.21,81879.51,55819.7,Paid
INV-100616,2025-01-08,Solstice Retail Co,Banking & Financial Services,USA,127321.84,84421.74,42900.1,Paid
INV-100617,2025-01-21,BlueHarbor Financial,Healthcare & Life Sciences,India,96096.77,63416.87,32679.9,Paid
INV-100618,2025-01-22,Falcon Aerospace,Healthcare & Life Sciences,UK,106821.07,67063.88,39757.19,Paid
INV-100619,2025-01-09,Meridian Health Group,Healthcare & Life Sciences,USA,136393.21,83923.65,52469.56,Paid
INV-100620,2025-01-11,Zenith Media,Technology & Telecom,USA,109900.48,57517.01,52383.47,Outstanding
INV-100621,2025-01-10,CedarPoint Logistics,Retail & Consumer,UK,146811.87,86067.28,60744.59,Paid
INV-100622,2025-01-27,Coral Bay Hospitality,Retail & Consumer,KSA,109936.52,68095.92,41840.6,Paid
INV-100623,2025-01-12,Ironclad Public Utilities,Technology & Telecom,USA,120861.0,73553.37,47307.63,Paid
INV-100624,2025-01-24,Coral Bay Hospitality,Public Sector,USA,83959.69,45067.07,38892.62,Paid
INV-100625,2025-01-25,BlueHarbor Financial,Retail & Consumer,UK,89366.5,45014.93,44351.57,Paid
INV-100626,2025-01-15,CedarPoint Logistics,Technology & Telecom,UAE,22690.0,11871.86,10818.14,Paid
INV-100627,2025-01-19,Meridian Health Group,Healthcare & Life Sciences,UK,125507.14,58473.25,67033.89,Outstanding
INV-100628,2025-01-09,Northbridge Bank,Healthcare & Life Sciences,India,46931.5,21340.41,25591.09,Paid
INV-100629,2025-01-28,Apex Manufacturing,Technology & Telecom,USA,116639.17,69660.88,46978.29,Paid
INV-100630,2025-01-28,Horizon Insurance,Retail & Consumer,India,89390.26,57441.61,31948.65,Paid
INV-100631,2025-01-24,CedarPoint Logistics,Banking & Financial Services,USA,57911.2,28513.32,29397.88,Paid
INV-100632,2025-01-25,Keystone Energy,Retail & Consumer,KSA,45628.76,25909.16,19719.6,Paid
INV-100633,2025-01-24,Horizon Insurance,Banking & Financial Services,UK,133570.53,69563.17,64007.36,Paid
INV-100634,2025-01-11,CedarPoint Logistics,Healthcare & Life Sciences,UK,114262.41,60028.27,54234.14,Paid
INV-100635,2025-01-27,Apex Manufacturing,Retail & Consumer,USA,172285.48,92751.56,79533.92,Outstanding
INV-100636,2025-01-15,Ironclad Public Utilities,Technology & Telecom,UAE,36700.82,17904.3,18796.52,Paid
INV-100637,2025-01-11,Vantage Telecom,Healthcare & Life Sciences,KSA,124317.14,73687.0,50630.14,Overdue
INV-100638,2025-01-11,Horizon Insurance,Retail & Consumer,KSA,172772.39,111457.96,61314.43,Outstanding
INV-100639,2025-01-01,Keystone Energy,Healthcare & Life Sciences,USA,76476.85,35225.29,41251.56,Paid
INV-100640,2025-01-20,Ironclad Public Utilities,Technology & Telecom,UK,40536.32,26462.18,14074.14,Overdue
INV-100641,2025-01-06,Meridian Health Group,Technology & Telecom,KSA,25559.95,13239.11,12320.84,Overdue
INV-100642,2025-01-18,Solstice Retail Co,Healthcare & Life Sciences,UAE,61460.28,33414.25,28046.03,Paid
INV-100643,2025-02-20,CedarPoint Logistics,Healthcare & Life Sciences,USA,39168.45,21284.44,17884.01,Paid
INV-100644,2025-02-12,Apex Manufacturing,Banking & Financial Services,UK,47168.47,22594.94,24573.53,Paid
INV-100645,2025-02-10,Vantage Telecom,Banking & Financial Services,KSA,111787.39,63162.75,48624.64,Outstanding
INV-100646,2025-02-04,Granite Construction Group,Retail & Consumer,UAE,40735.54,18753.39,21982.15,Overdue
INV-100647,2025-02-12,Northbridge Bank,Banking & Financial Services,USA,50366.64,25485.99,24880.65,Overdue
INV-100648,2025-02-01,Vantage Telecom,Technology & Telecom,USA,94236.8,55491.49,38745.31,Paid
INV-100649,2025-02-14,Falcon Aerospace,Banking & Financial Services,KSA,133445.77,79940.31,53505.46,Paid
INV-100650,2025-02-23,BlueHarbor Financial,Healthcare & Life Sciences,KSA,156978.48,84236.5,72741.98,Paid
INV-100651,2025-02-20,Willow Pharma,Technology & Telecom,UAE,98999.73,52939.83,46059.9,Paid
INV-100652,2025-02-05,Northbridge Bank,Technology & Telecom,USA,184557.66,117514.5,67043.16,Paid
INV-100653,2025-02-05,Northbridge Bank,Retail & Consumer,India,136671.27,92226.55,44444.72,Paid
INV-100654,2025-02-25,Meridian Health Group,Technology & Telecom,UK,90388.76,56928.94,33459.82,Paid
INV-100655,2025-02-27,Horizon Insurance,Retail & Consumer,UK,59263.68,36672.42,22591.26,Paid
INV-100656,2025-02-12,Apex Manufacturing,Banking & Financial Services,UAE,116844.16,77975.44,38868.72,Paid
INV-100657,2025-02-16,Falcon Aerospace,Public Sector,UAE,170839.42,103207.24,67632.18,Paid
INV-100658,2025-02-16,BlueHarbor Financial,Technology & Telecom,India,18339.16,8998.35,9340.81,Paid
INV-100659,2025-02-03,Meridian Health Group,Healthcare & Life Sciences,UAE,146724.37,71429.51,75294.86,Paid
INV-100660,2025-02-24,Apex Manufacturing,Public Sector,UAE,79999.96,37364.88,42635.08,Overdue
INV-100661,2025-02-13,Northbridge Bank,Healthcare & Life Sciences,KSA,51525.45,31187.82,20337.63,Outstanding
INV-100662,2025-02-16,Falcon Aerospace,Public Sector,UK,12255.15,7288.33,4966.82,Paid
INV-100663,2025-02-16,Vantage Telecom,Retail & Consumer,KSA,31980.54,15850.74,16129.8,Paid
INV-100664,2025-02-13,Coral Bay Hospitality,Retail & Consumer,USA,35490.29,23064.11,12426.18,Outstanding
INV-100665,2025-02-16,Willow Pharma,Retail & Consumer,USA,73071.27,36590.74,36480.53,Paid
INV-100666,2025-02-02,Meridian Health Group,Retail & Consumer,KSA,115310.5,56996.82,58313.68,Paid
INV-100667,2025-02-08,Willow Pharma,Healthcare & Life Sciences,UK,154941.52,97267.5,57674.02,Overdue
INV-100668,2025-02-08,Granite Construction Group,Public Sector,USA,168691.9,81673.13,87018.77,Paid
INV-100669,2025-02-21,Vantage Telecom,Healthcare & Life Sciences,India,85411.61,50210.99,35200.62,Outstanding
INV-100670,2025-02-16,Zenith Media,Technology & Telecom,UK,116431.23,55789.92,60641.31,Outstanding
INV-100671,2025-02-26,Willow Pharma,Retail & Consumer,UAE,94887.31,54784.25,40103.06,Outstanding
INV-100672,2025-02-07,BlueHarbor Financial,Retail & Consumer,USA,20669.37,13985.91,6683.46,Outstanding
INV-100673,2025-02-28,Solstice Retail Co,Banking & Financial Services,UAE,25410.05,13040.49,12369.56,Paid
INV-100674,2025-02-10,Zenith Media,Technology & Telecom,India,36969.14,20275.1,16694.04,Paid
INV-100675,2025-02-26,BlueHarbor Financial,Technology & Telecom,KSA,162256.3,86778.57,75477.73,Paid
INV-100676,2025-02-26,Apex Manufacturing,Healthcare & Life Sciences,India,63918.31,33841.42,30076.89,Paid
INV-100677,2025-02-20,Apex Manufacturing,Retail & Consumer,UK,63580.72,39599.05,23981.67,Outstanding
INV-100678,2025-02-14,BlueHarbor Financial,Retail & Consumer,USA,86107.77,44561.3,41546.47,Paid
INV-100679,2025-02-04,Solstice Retail Co,Retail & Consumer,USA,58972.3,31523.64,27448.66,Paid
INV-100680,2025-02-19,Horizon Insurance,Technology & Telecom,KSA,63737.55,42734.24,21003.31,Paid
INV-100681,2025-02-28,Ironclad Public Utilities,Technology & Telecom,India,75804.72,50305.99,25498.73,Paid
INV-100682,2025-02-14,Solstice Retail Co,Banking & Financial Services,UK,143567.07,89393.41,54173.66,Outstanding
INV-100683,2025-02-20,Solstice Retail Co,Public Sector,KSA,138926.03,84952.61,53973.42,Outstanding
INV-100684,2025-02-05,Ironclad Public Utilities,Healthcare & Life Sciences,India,129212.22,66148.5,63063.72,Paid
INV-100685,2025-02-22,Solstice Retail Co,Public Sector,UAE,61305.63,39836.13,21469.5,Paid
INV-100686,2025-02-16,Keystone Energy,Banking & Financial Services,KSA,34079.94,16871.38,17208.56,Outstanding
INV-100687,2025-02-24,Coral Bay Hospitality,Banking & Financial Services,India,169195.28,113981.3,55213.98,Overdue
INV-100688,2025-03-23,Zenith Media,Healthcare & Life Sciences,India,28570.48,16272.12,12298.36,Paid
INV-100689,2025-03-05,Apex Manufacturing,Banking & Financial Services,KSA,48741.55,28782.95,19958.6,Paid
INV-100690,2025-03-05,Horizon Insurance,Technology & Telecom,USA,128472.27,85790.17,42682.1,Paid
INV-100691,2025-03-23,Vantage Telecom,Technology & Telecom,KSA,130734.55,86688.37,44046.18,Paid
INV-100692,2025-03-15,CedarPoint Logistics,Banking & Financial Services,UK,94418.07,59121.35,35296.72,Paid
INV-100693,2025-03-28,BlueHarbor Financial,Healthcare & Life Sciences,UK,119534.81,72235.79,47299.02,Outstanding
INV-100694,2025-03-26,BlueHarbor Financial,Healthcare & Life Sciences,UAE,27969.8,18945.09,9024.71,Paid
INV-100695,2025-03-05,Northbridge Bank,Banking & Financial Services,USA,59715.49,39481.75,20233.74,Paid
INV-100696,2025-03-07,Zenith Media,Retail & Consumer,USA,44026.62,29865.71,14160.91,Paid
INV-100697,2025-03-17,Zenith Media,Technology & Telecom,USA,75441.54,50380.56,25060.98,Paid
INV-100698,2025-03-21,Willow Pharma,Public Sector,USA,79768.49,49174.86,30593.63,Paid
INV-100699,2025-03-22,Willow Pharma,Healthcare & Life Sciences,UK,9544.69,5031.78,4512.91,Paid
INV-100700,2025-03-01,Ironclad Public Utilities,Retail & Consumer,UK,163177.33,95925.53,67251.8,Outstanding
INV-100701,2025-03-04,CedarPoint Logistics,Technology & Telecom,India,108581.89,69688.62,38893.27,Paid
INV-100702,2025-03-19,Solstice Retail Co,Retail & Consumer,USA,73417.64,47680.95,25736.69,Paid
INV-100703,2025-03-10,CedarPoint Logistics,Banking & Financial Services,UAE,21707.81,14256.65,7451.16,Paid
INV-100704,2025-03-23,Meridian Health Group,Technology & Telecom,India,147313.72,84268.92,63044.8,Paid
INV-100705,2025-03-19,Coral Bay Hospitality,Banking & Financial Services,KSA,176443.58,109176.61,67266.97,Paid
INV-100706,2025-03-08,Horizon Insurance,Retail & Consumer,UAE,18841.45,8744.89,10096.56,Paid
INV-100707,2025-03-22,CedarPoint Logistics,Technology & Telecom,UK,166171.59,87769.18,78402.41,Paid
INV-100708,2025-03-09,Zenith Media,Retail & Consumer,KSA,100472.0,60337.65,40134.35,Outstanding
INV-100709,2025-03-17,Falcon Aerospace,Healthcare & Life Sciences,UK,62922.09,32941.94,29980.15,Paid
INV-100710,2025-03-13,Vantage Telecom,Banking & Financial Services,USA,121131.62,57381.88,63749.74,Outstanding
INV-100711,2025-03-27,Keystone Energy,Retail & Consumer,UK,57884.31,27512.28,30372.03,Outstanding
INV-100712,2025-03-02,Coral Bay Hospitality,Retail & Consumer,UAE,24144.26,16013.5,8130.76,Paid
INV-100713,2025-03-23,Keystone Energy,Technology & Telecom,UAE,79649.33,46949.39,32699.94,Outstanding
INV-100714,2025-03-04,Falcon Aerospace,Healthcare & Life Sciences,UK,132205.63,72748.03,59457.6,Paid
INV-100715,2025-03-14,Coral Bay Hospitality,Technology & Telecom,UK,181628.61,103345.33,78283.28,Paid
INV-100716,2025-03-15,Meridian Health Group,Public Sector,USA,91194.04,58479.91,32714.13,Paid
INV-100717,2025-03-03,Ironclad Public Utilities,Public Sector,KSA,125527.22,61101.78,64425.44,Outstanding
INV-100718,2025-03-18,Zenith Media,Banking & Financial Services,India,161076.24,84815.19,76261.05,Paid
INV-100719,2025-03-19,CedarPoint Logistics,Healthcare & Life Sciences,India,71107.06,40815.26,30291.8,Paid
INV-100720,2025-03-08,BlueHarbor Financial,Retail & Consumer,UK,132889.3,76471.07,56418.23,Paid
INV-100721,2025-03-17,Vantage Telecom,Healthcare & Life Sciences,USA,124135.65,77858.71,46276.94,Paid
INV-100722,2025-03-15,Horizon Insurance,Healthcare & Life Sciences,UK,78831.81,38049.44,40782.37,Outstanding
INV-100723,2025-03-27,CedarPoint Logistics,Public Sector,UAE,19776.84,10401.78,9375.06,Paid
INV-100724,2025-03-07,Keystone Energy,Technology & Telecom,UK,105005.38,61857.94,43147.44,Paid
INV-100725,2025-03-07,Zenith Media,Healthcare & Life Sciences,UAE,34837.61,19806.95,15030.66,Paid
INV-100726,2025-03-19,Keystone Energy,Technology & Telecom,KSA,92781.2,49951.28,42829.92,Outstanding
INV-100727,2025-03-26,Granite Construction Group,Healthcare & Life Sciences,India,64048.07,38219.62,25828.45,Paid
INV-100728,2025-03-10,Solstice Retail Co,Retail & Consumer,KSA,162837.44,87157.41,75680.03,Paid
INV-100729,2025-03-07,Meridian Health Group,Healthcare & Life Sciences,UAE,150271.15,83766.64,66504.51,Paid
INV-100730,2025-03-01,Coral Bay Hospitality,Public Sector,UK,30135.91,18565.95,11569.96,Outstanding
INV-100731,2025-03-16,Granite Construction Group,Healthcare & Life Sciences,USA,161110.16,103796.92,57313.24,Outstanding
INV-100732,2025-03-10,Apex Manufacturing,Technology & Telecom,UAE,29394.09,18365.13,11028.96,Paid
INV-100733,2025-03-07,CedarPoint Logistics,Healthcare & Life Sciences,UK,123487.76,81743.29,41744.47,Paid
INV-100734,2025-03-05,Granite Construction Group,Public Sector,UAE,9525.76,6274.64,3251.12,Paid
INV-100735,2025-03-10,Northbridge Bank,Healthcare & Life Sciences,India,32923.77,17051.11,15872.66,Outstanding
INV-100736,2025-03-27,Vantage Telecom,Banking & Financial Services,India,138778.11,77880.69,60897.42,Outstanding
INV-100737,2025-03-14,Apex Manufacturing,Banking & Financial Services,USA,155656.7,98102.91,57553.79,Paid
INV-100738,2025-03-12,Falcon Aerospace,Public Sector,USA,119668.74,56832.76,62835.98,Overdue
INV-100739,2025-04-02,CedarPoint Logistics,Technology & Telecom,UK,144230.75,78395.98,65834.77,Overdue
INV-100740,2025-04-25,Ironclad Public Utilities,Technology & Telecom,USA,159280.91,78811.78,80469.13,Paid
INV-100741,2025-04-27,Northbridge Bank,Banking & Financial Services,USA,134271.78,65126.92,69144.86,Paid
INV-100742,2025-04-07,Solstice Retail Co,Technology & Telecom,India,42740.97,23744.55,18996.42,Paid
INV-100743,2025-04-20,Solstice Retail Co,Banking & Financial Services,USA,21441.17,10922.68,10518.49,Paid
INV-100744,2025-04-08,Apex Manufacturing,Banking & Financial Services,India,130710.46,73197.25,57513.21,Paid
INV-100745,2025-04-04,Northbridge Bank,Banking & Financial Services,India,95232.99,56884.96,38348.03,Paid
INV-100746,2025-04-03,Keystone Energy,Retail & Consumer,UAE,139904.23,66051.87,73852.36,Paid
INV-100747,2025-04-05,Willow Pharma,Healthcare & Life Sciences,UK,9577.66,5420.01,4157.65,Paid
INV-100748,2025-04-28,CedarPoint Logistics,Public Sector,USA,135044.9,81562.75,53482.15,Outstanding
INV-100749,2025-04-28,Keystone Energy,Retail & Consumer,USA,88661.43,51241.9,37419.53,Paid
INV-100750,2025-04-12,Vantage Telecom,Retail & Consumer,India,97845.22,60092.41,37752.81,Outstanding
INV-100751,2025-04-13,Keystone Energy,Banking & Financial Services,USA,41079.72,21166.25,19913.47,Outstanding
INV-100752,2025-04-23,Ironclad Public Utilities,Banking & Financial Services,India,76039.49,51187.41,24852.08,Outstanding
INV-100753,2025-04-08,Keystone Energy,Technology & Telecom,UK,158992.29,96368.26,62624.03,Paid
INV-100754,2025-04-23,Northbridge Bank,Healthcare & Life Sciences,UAE,174806.79,116846.62,57960.17,Paid
INV-100755,2025-04-05,Zenith Media,Technology & Telecom,UK,72581.49,45660.76,26920.73,Paid
INV-100756,2025-04-06,BlueHarbor Financial,Public Sector,India,54704.93,35802.38,18902.55,Outstanding
INV-100757,2025-04-23,Falcon Aerospace,Healthcare & Life Sciences,India,8462.63,5386.41,3076.22,Paid
INV-100758,2025-04-22,Northbridge Bank,Public Sector,UK,125540.54,58986.85,66553.69,Paid
INV-100759,2025-04-25,Granite Construction Group,Banking & Financial Services,India,23224.91,10579.88,12645.03,Paid
INV-100760,2025-04-21,Horizon Insurance,Healthcare & Life Sciences,KSA,95704.79,45588.46,50116.33,Paid
INV-100761,2025-04-14,Willow Pharma,Banking & Financial Services,KSA,182938.3,95797.78,87140.52,Paid
INV-100762,2025-04-02,BlueHarbor Financial,Public Sector,KSA,151692.76,71381.17,80311.59,Paid
